ID_Ticket,Fecha_Hora,RUT_Cliente,Mesa,Producto_Categoria,Producto_Detail,Cantidad,Precio_Unitario_IVA,Metodo_Pago
TX-22373,13/07/2025 10:14,Consumidor Final,Mesa 7,Sándwiches,Sandwich Caprese Ciabatta,2.0,4990,Crédito
TX-22373,45851.4286,Consumidor Final,Mesa 7,cafes,cafe latte ,2.0,3200,Crédito
TX-22373,2025-07-13 10:19:42,Consumidor Final,Mesa 7,Sandwichería,Croissant Caprese,1.0,$ 4.790,Crédito
TX-22374,45851.4308,Consumidor Final,Para Llevar,Bebestibles,MATCHA LATTE,2.0,3600,Crédito
TX-22374,2025-07-13 10:22:36,Consumidor Final,Para Llevar,reposteria,Medialunas Manjar,1.0,1600,Crédito
TX-22374,2025-07-13 11:17:48,Consumidor Final,Para Llevar,reposteria,Muffin Arandanos ,1.0,2100,Crédito
TX-22375,13/07/2025 12:20,Consumidor Final,Mesa 5,Repostería,WAFFLE MANJAR,1.0,3200,Débito
TX-22375,2025-07-13 12:36:19,Consumidor Final,Mesa 5,Repostería,Waffle con Manjar,2.0,3200,Débito
TX-22375,2025-07-13 12:55:09,Consumidor Final,Mesa 5,CAFÉ,TE VERDE,1.0,2100,Débito
TX-22376,2025-07-13 14:05:19,Consumidor Final,Para Llevar,Repostería,Muffin Arandanos ,3.0,2100,Débito
TX-22376,2025-07-13 14:13:41,Consumidor Final,Para Llevar,cafes,Capu ,1.0,3100,Débito
TX-22376,2025-07-13 14:31:51,Consumidor Final,Para Llevar,reposteria,Muffin Arandanos ,1.0,2100,Débito
TX-22377,2025-07-13 15:04:47,Consumidor Final,Mesa 10,reposteria,MUFFIN VAINILLA,1.0,2100,Crédito
TX-22377,2025-07-13 15:23:09,Consumidor Final,Mesa 10,Bebestibles,LECHE PLATANO,3.0,2700,Crédito
TX-22377,2025-07-13 15:23:09,Consumidor Final,Mesa 10,Bebestibles,LECHE PLATANO,3.0,2700,Crédito
TX-22377,13/07/2025 15:31,Consumidor Final,Mesa 10,Reposteria ,Medialuna Dulce ,2.0,1400,Crédito
TX-22378,2025-07-13 15:42:36,11223344-5,Mesa 4,SANDWICH,Croissant J/Q,1.0,4500,Efectivo
TX-22378,2025-07-13 17:52:58,11223344-5,Mesa 4,sandwicheria,Sándwich Jamón-Queso,2.0,3800,Efectivo
TX-22378,2025-07-13 17:57:29,11223344-5,Mesa 4,Cafés,capuccino,1.0,$ 3.100,Efectivo
TX-22379,2025-07-13 18:08:56,Consumidor Final,Mesa 8,sandwicheria,Croissant Caprese,1.0,4790,Débito
TX-22379,2025-07-13 18:09:32,Consumidor Final,Mesa 8,CAFÉ,Capuccino,1.0,3100,Débito
TX-22379,2025-07-13 18:20:21,Consumidor Final,Mesa 8,CAFÉ,cafe latte ,1.0,3200,Débito
TX-22380,2025-07-13 18:28:15,Consumidor Final,Mesa 10,Bebestible,Jugo de Arándano,1.0,3100,Débito
TX-22380,13/07/2025 18:41,Consumidor Final,Mesa 10,Cafés,te blanco,1.0,$ 2.300,Débito
TX-22380,2025-07-13 18:43:58,Consumidor Final,Mesa 10,SANDWICH,Croissant J/Q,,4500,Débito
TX-22381,13/07/2025 18:44,Consumidor Final,Mesa 5,BEBIDAS,leche platano,1.0,2700,Crédito
TX-22381,2025-07-13 18:53:40,Consumidor Final,Mesa 5,Cafés,Espresso Doble,1.0,2490,Crédito
TX-22381,13/07/2025 19:16,Consumidor Final,Mesa 5,BEBIDAS,Jugo de Arándano,1.0,3100,Crédito
TX-22382,2025-07-13 19:17:21,Consumidor Final,Mesa 5,cafes,cafe latte ,1.0,$ 3.200,Débito
TX-22382,2025-07-13 19:17:42,Consumidor Final,Mesa 5,Cafe,Cafe Late,3.0,3200,Débito
TX-22382,2025-07-13 19:18:53,Consumidor Final,Mesa 5,SANDWICH,Croissant Caprese,3.0,$ 4.790,Débito
TX-22383,2025-07-13 19:19:57,Consumidor Final,Mesa 5,reposteria,WAFFLE MANJAR,2.0,3200,Débito
TX-22383,45851.8066,Consumidor Final,Mesa 5,reposteria,Muffin de Vainilla Natural,2.0,2100,Débito
TX-22383,2025-07-13 19:26:28,Consumidor Final,Mesa 5,PASTELERIA,Medialuna Dulce,1.0,1400,Débito
TX-22384,45851.8119,Consumidor Final,Mesa 10,Reposteria ,waffle manjar,3.0,$ 3.200,Débito
TX-22384,2025-07-13 19:42:29,Consumidor Final,Mesa 10,Bebestible,leche platano,1.0,2700,Débito
TX-22384,45851.83,Consumidor Final,Mesa 10,Cafés,te negro,1.0,2100,Débito
TX-22385,2025-07-14 09:02:42,Consumidor Final,Mesa 8,PASTELERIA,MUFFIN VAINILLA,,2100,Crédito
TX-22385,2025-07-14 09:06:29,Consumidor Final,Mesa 8,Cafe,MOCA,3.0,3400,Crédito
TX-22385,2025-07-14 09:25:57,Consumidor Final,Mesa 8,Sandwichería,Sandwich Caprese Ciabatta,3.0,4990,Crédito
TX-22386,2025-07-14 09:26:58,Consumidor Final,Mesa 1,bebestibles,LECHE PLATANO,3.0,2700,Débito
TX-22386,2025-07-14 09:30:47,Consumidor Final,Mesa 1,reposteria,donas,1.0,2200,Débito
TX-22386,45852.3981,Consumidor Final,Mesa 1,CAFÉ,Espresso dbl,1.0,2490,Débito
TX-22387,2025-07-14 09:33:22,Consumidor Final,Mesa 5,Reposteria ,Medialunas,1.0,1400,Débito
TX-22387,2025-07-14 09:33:37,Consumidor Final,Mesa 5,reposteria,WAFFLE MANJAR,1.0,$ 3.200,Débito
TX-22387,2025-07-14 09:36:54,Consumidor Final,Mesa 5,CAFÉ,Capuccino,1.0,3100,Débito
TX-22388,45852.4028,Consumidor Final,Mesa 6,CAFÉ,Té Blanco,3.0,$ 2.300,Débito
TX-22388,45852.4028,Consumidor Final,Mesa 6,CAFÉ,Té Blanco,3.0,$ 2.300,Débito
TX-22388,2025-07-14 09:42:29,Consumidor Final,Mesa 6,PASTELERIA,Medialunas Manjar,1.0,1600,Débito
TX-22388,2025-07-14 09:44:16,Consumidor Final,Mesa 6,cafes,Cafe Late,1.0,3200,Débito
TX-22389,14/07/2025 09:55,Consumidor Final,Mesa 7,Repostería,MUFFIN VAINILLA,1.0,$ 2.100,Débito
TX-22389,2025-07-14 09:56:21,Consumidor Final,Mesa 7,reposteria,muffin vainilla,3.0,2100,Débito
TX-22389,45852.4143,Consumidor Final,Mesa 7,sandwicheria,CROISSANT CAPRESE,1.0,4790,Débito
TX-22390,2025-07-14 09:59:22,Consumidor Final,Mesa 7,Repostería,Medialuna Manjar,3.0,1600,Crédito
TX-22390,45852.4173,Consumidor Final,Mesa 7,sandwicheria,Mechada Queso,1.0,5490,Crédito
TX-22390,2025-07-14 10:02:14,Consumidor Final,Mesa 7,Bebestible,JUGO NARANJA,1.0,2990,Crédito
TX-22391,2025-07-14 10:02:28,Consumidor Final,Para Llevar,Cafés,TE BLANCO,3.0,$ 2.300,Débito
TX-22391,45852.4253,Consumidor Final,Para Llevar,Cafés,Té Negro,1.0,2100,Débito
TX-22391,2025-07-14 10:13:22,Consumidor Final,Para Llevar,CAFÉ,Mocaccino,1.0,3400,Débito
TX-22392,45852.4332,Consumidor Final,Mesa 2,sandwicheria,sandwich mechada queso,2.0,5490,Transferencia
TX-22392,2025-07-14 10:25:02,Consumidor Final,Mesa 2,sandwicheria,Sandwich Caprese Ciabatta,2.0,4990,Transferencia
TX-22392,45852.435,Consumidor Final,Mesa 2,Reposteria ,Medialuna Dulce,1.0,1400,Transferencia
TX-22393,2025-07-14 10:29:15,Consumidor Final,Mesa 5,Cafe,Café Latte,1.0,3200,Débito
TX-22393,2025-07-14 10:48:29,Consumidor Final,Mesa 5,sandwicheria,Sandwich Caprese Ciabatta,1.0,4990,Débito
TX-22393,45852.508,Consumidor Final,Mesa 5,sandwicheria,Croissant Caprese,2.0,4790,Débito
TX-22394,2025-07-14 13:09:25,Consumidor Final,Para Llevar,sandwicheria,Aliado,2.0,3800,Débito
TX-22394,45852.5754,Consumidor Final,Para Llevar,cafes,Cafe Late,2.0,3200,Débito
TX-22394,2025-07-14 14:53:31,Consumidor Final,Para Llevar,Sandwichería,Sandwich Caprese Ciabatta,1.0,4990,Débito
TX-22395,45852.629,19332554-K,Para Llevar,cafes,Mocaccino,1.0,3400,Débito
TX-22395,14/07/2025 15:08,19332554-K,Para Llevar,BEBIDAS,Jugo Arándanos,1.0,$ 3.100,Débito
TX-22395,2025-07-14 16:47:58,19332554-K,Para Llevar,Repostería,Waffle con Manjar,1.0,3200,Débito
TX-22396,2025-07-14 17:12:34,Consumidor Final,Mesa 5,reposteria,Medialuna Dulce ,1.0,1400,Débito
TX-22396,2025-07-14 17:46:39,Consumidor Final,Mesa 5,Cafe,Café Latte,1.0,3200,Débito
TX-22396,2025-07-14 18:00:12,Consumidor Final,Mesa 5,CAFÉ,Capu ,2.0,$ 3.100,Débito
TX-22397,14/07/2025 18:06,12345678-9,Mesa 8,cafes,Flat White,1.0,3000,Débito
TX-22397,2025-07-14 18:09:16,12345678-9,Mesa 8,PASTELERIA,Waffle con Manjar,1.0,3200,Débito
TX-22397,2025-07-14 18:20:14,12345678-9,Mesa 8,BEBIDAS,jugo pina,1.0,2990,Débito
TX-22398,2025-07-14 18:21:45,Consumidor Final,Para Llevar,cafes,TE BLANCO,1.0,2300,Débito
TX-22398,2025-07-14 18:32:03,Consumidor Final,Para Llevar,Reposteria ,Muffin de Vainilla Natural,1.0,2100,Débito
TX-22398,2025-07-14 18:43:07,Consumidor Final,Para Llevar,sandwicheria,croissant caprese,3.0,4790,Débito
TX-22399,2025-07-14 18:47:23,98765432-1,Para Llevar,Sándwiches,Sandwich Caprese Ciabatta,1.0,4990,Débito
TX-22399,45852.7879,98765432-1,Para Llevar,Sándwiches,Mechada Queso,1.0,5490,Débito
TX-22399,45852.7943,98765432-1,Para Llevar,Sándwiches,Sandwich Caprese Ciabatta,1.0,4990,Débito
TX-22400,2025-07-14 19:37:07,Consumidor Final,Mesa 7,Sandwichería,Sándwich Caprese,1.0,4990,Efectivo
TX-22400,2025-07-15 08:02:01,Consumidor Final,Mesa 7,Cafés,ESPRESSO DOBLE,1.0,$ 2.490,Efectivo
TX-22400,2025-07-15 09:00:14,Consumidor Final,Mesa 7,SANDWICH,croissant jq,2.0,4500,Efectivo
TX-22401,2025-07-15 09:03:28,Consumidor Final,Mesa 2,Sándwiches,Croissant Caprese,1.0,4790,Crédito
TX-22401,2025-07-15 09:07:22,Consumidor Final,Mesa 2,Sándwiches,Sándwich J/Q,1.0,3800,Crédito
TX-22401,2025-07-15 09:09:21,Consumidor Final,Mesa 2,SANDWICH,croissant mechada,1.0,$ 5.690,Crédito
TX-22402,2025-07-15 09:13:05,Consumidor Final,Mesa 8,sandwicheria,CROISSANT CAPRESE,1.0,4790,Débito
TX-22402,45853.3842,Consumidor Final,Mesa 8,reposteria,medialuna,3.0,1400,Débito
TX-22402,45853.3921,Consumidor Final,Mesa 8,Sandwichería,Croissant Caprese,2.0,4790,Débito
TX-22403,2025-07-15 09:32:04,Consumidor Final,Mesa 3,bebestibles,Jugo de Arándano,2.0,$ 3.100,Débito
TX-22403,2025-07-15 09:39:44,Consumidor Final,Mesa 3,SANDWICH,Sandwich Caprese Ciabatta,1.0,4990,Débito
TX-22403,45853.403,Consumidor Final,Mesa 3,Cafés,Té Verde,1.0,$ 2.100,Débito
TX-22404,2025-07-15 09:41:54,Consumidor Final,Mesa 8,Repostería,Medialuna Manjar,1.0,1600,Crédito
TX-22404,15/07/2025 09:45,Consumidor Final,Mesa 8,Bebestibles,Leche Plátano,2.0,2700,Crédito
TX-22404,2025-07-15 09:45:12,Consumidor Final,Mesa 8,Sandwichería,Sándwich Mechada Queso,1.0,5490,Crédito
TX-22405,45853.4102,Consumidor Final,Mesa 7,BEBIDAS,leche platano,1.0,2700,Débito
TX-22405,2025-07-15 09:51:17,Consumidor Final,Mesa 7,SANDWICH,CROISSANT MECHADA,3.0,$ 5.690,Débito
TX-22405,15/07/2025 09:52,Consumidor Final,Mesa 7,CAFÉ,Mochaccino,1.0,3400,Débito
TX-22406,2025-07-15 09:53:47,Consumidor Final,Mesa 7,CAFÉ,espresso doble,1.0,$ 2.490,Crédito
TX-22406,2025-07-15 10:00:01,Consumidor Final,Mesa 7,sandwicheria,Mechada Queso,2.0,5490,Crédito
TX-22406,2025-07-15 10:01:12,Consumidor Final,Mesa 7,sandwicheria,Sándwich Mechada Queso,1.0,$ 5.490,Crédito
TX-22407,15/07/2025 10:03,Consumidor Final,Mesa 8,PASTELERIA,Medialuna Dulce ,,1400,Crédito
TX-22407,15/07/2025 10:04,Consumidor Final,Mesa 8,Cafe,Té Negro,,$ 2.100,Crédito
TX-22407,2025-07-15 10:10:58,Consumidor Final,Mesa 8,Repostería,Medialuna Dulce,3.0,1400,Crédito
TX-22408,2025-07-15 10:14:37,19332554-K,Mesa 9,PASTELERIA,donas,1.0,2200,Crédito
TX-22408,2025-07-15 10:20:46,19332554-K,Mesa 9,Cafe,Capu ,1.0,3100,Crédito
TX-22408,2025-07-15 10:26:14,19332554-K,Mesa 9,cafes,Capuccino,3.0,3100,Crédito
TX-22409,2025-07-15 10:28:18,Consumidor Final,Para Llevar,Reposteria ,dona rellena,1.0,$ 2.200,Efectivo
TX-22409,2025-07-15 10:28:35,Consumidor Final,Para Llevar,sandwicheria,Croissant Jamón Queso,1.0,4500,Efectivo
TX-22409,45853.4386,Consumidor Final,Para Llevar,Repostería,Medialuna Dulce,2.0,1400,Efectivo
TX-22410,2025-07-15 10:36:15,Consumidor Final,Mesa 8,Sandwichería,sandwich jamon queso,1.0,3800,Efectivo
TX-22410,2025-07-15 12:38:00,Consumidor Final,Mesa 8,CAFÉ,Cappuccino,1.0,3100,Efectivo
TX-22410,2025-07-15 14:55:56,Consumidor Final,Mesa 8,Cafe,te blanco,2.0,2300,Efectivo
TX-22411,2025-07-15 16:11:09,Consumidor Final,Mesa 3,Cafés,Espresso Doble,1.0,2490,Débito
TX-22411,15/07/2025 17:13,Consumidor Final,Mesa 3,Sándwiches,sandwich caprese,1.0,4990,Débito
TX-22411,2025-07-15 18:25:13,Consumidor Final,Mesa 3,reposteria,muffin arandano,1.0,2100,Débito
TX-22412,15/07/2025 18:31,Consumidor Final,Para Llevar,PASTELERIA,MUFFIN VAINILLA,1.0,2100,Débito
TX-22412,2025-07-15 18:47:46,Consumidor Final,Para Llevar,BEBIDAS,Jugo de Arándano,3.0,3100,Débito
TX-22412,2025-07-15 18:47:57,Consumidor Final,Para Llevar,Cafés,te verde,3.0,2100,Débito
TX-22413,2025-07-15 18:59:53,Consumidor Final,Mesa 4,Sandwichería,Mechada Queso,1.0,5490,Débito
TX-22413,2025-07-15 19:07:12,Consumidor Final,Mesa 4,BEBIDAS,Leche Plátano,1.0,2700,Débito
TX-22413,2025-07-15 19:08:17,Consumidor Final,Mesa 4,SANDWICH,sandwich mechada queso,1.0,5490,Débito
TX-22414,45853.7988,11223344-5,Para Llevar,cafes,Mochaccino,3.0,3400,Débito
TX-22414,2025-07-15 19:15:39,11223344-5,Para Llevar,Cafés,TE BLANCO,1.0,2300,Débito
TX-22414,2025-07-15 19:18:44,11223344-5,Para Llevar,Cafés,Espresso Doble,1.0,2490,Débito
TX-22415,2025-07-15 19:26:32,Consumidor Final,Mesa 4,bebestibles,JUGO ARANDANO,3.0,$ 3.100,Débito
TX-22415,2025-07-15 19:42:54,Consumidor Final,Mesa 4,reposteria,medialuna manjar,1.0,$ 1.600,Débito
TX-22415,2025-07-15 19:42:54,Consumidor Final,Mesa 4,reposteria,medialuna manjar,1.0,$ 1.600,Débito
TX-22415,15/07/2025 19:46,Consumidor Final,Mesa 4,Cafés,cafe latte ,3.0,3200,Débito
TX-22416,2025-07-15 19:59:50,Consumidor Final,Mesa 8,CAFÉ,Mochaccino,1.0,$ 3.400,Débito
TX-22416,16/07/2025 08:19,Consumidor Final,Mesa 8,Sándwiches,Sándwich Caprese,1.0,$ 4.990,Débito
TX-22416,2025-07-16 09:11:41,Consumidor Final,Mesa 8,Reposteria ,muffin vainilla,1.0,$ 2.100,Débito
TX-22417,2025-07-16 09:12:35,Consumidor Final,Mesa 1,cafes,flat white,1.0,$ 3.000,Débito
TX-22417,2025-07-16 09:16:32,Consumidor Final,Mesa 1,bebestibles,Té Matcha Latte,2.0,3600,Débito
TX-22417,2025-07-16 09:18:26,Consumidor Final,Mesa 1,Cafés,Flatwhite,3.0,$ 3.000,Débito
TX-22418,2025-07-16 09:18:37,Consumidor Final,Mesa 1,PASTELERIA,medialuna manjar,3.0,1600,Débito
TX-22418,16/07/2025 09:26,Consumidor Final,Mesa 1,bebestibles,Té Matcha Latte,1.0,3600,Débito
TX-22418,2025-07-16 09:31:05,Consumidor Final,Mesa 1,Bebestible,matcha latte,2.0,3600,Débito
TX-22419,2025-07-16 09:39:06,19332554-K,Para Llevar,Sandwichería,Croissant J/Q,2.0,$ 4.500,Crédito
TX-22419,2025-07-16 09:51:30,19332554-K,Para Llevar,PASTELERIA,Medialuna Manjar,1.0,1600,Crédito
TX-22419,16/07/2025 09:56,19332554-K,Para Llevar,sandwicheria,CROISSANT CAPRESE,3.0,4790,Crédito
TX-22419,16/07/2025 09:56,19332554-K,Para Llevar,sandwicheria,CROISSANT CAPRESE,3.0,4790,Crédito
TX-22420,2025-07-16 09:59:02,16443882-1,Mesa 8,Sándwiches,Croissant Caprese,1.0,$ 4.790,Efectivo
TX-22420,16/07/2025 10:01,16443882-1,Mesa 8,SANDWICH,sandwich jamon queso,1.0,3800,Efectivo
TX-22420,16/07/2025 10:01,16443882-1,Mesa 8,SANDWICH,sandwich jamon queso,1.0,3800,Efectivo
TX-22420,2025-07-16 10:06:31,16443882-1,Mesa 8,sandwicheria,CROISSANT CAPRESE,1.0,4790,Efectivo
TX-22421,2025-07-16 10:09:14,Consumidor Final,Mesa 8,cafes,te blanco,1.0,2300,Crédito
TX-22421,2025-07-16 10:10:59,Consumidor Final,Mesa 8,Cafés,Cappuccino,2.0,3100,Crédito
TX-22421,45854.4362,Consumidor Final,Mesa 8,SANDWICH,Sandwich Caprese Ciabatta,1.0,$ 4.990,Crédito
TX-22422,16/07/2025 10:28,Consumidor Final,Mesa 5,Cafe,Espresso Doble,2.0,2490,Débito
TX-22422,16/07/2025 10:28,Consumidor Final,Mesa 5,Cafe,Espresso Doble,2.0,2490,Débito
TX-22422,2025-07-16 11:07:11,Consumidor Final,Mesa 5,Bebestibles,LECHE PLATANO,2.0,2700,Débito
TX-22422,2025-07-16 11:42:01,Consumidor Final,Mesa 5,CAFÉ,te verde,1.0,2100,Débito
TX-22423,2025-07-16 14:19:29,Consumidor Final,Mesa 3,Sandwichería,Croissant Jamón Queso,3.0,4500,Crédito
TX-22423,16/07/2025 14:20,Consumidor Final,Mesa 3,Bebestible,JUGO ARANDANO,2.0,3100,Crédito
TX-22423,45854.6074,Consumidor Final,Mesa 3,CAFÉ,Capuccino,2.0,3100,Crédito
TX-22424,2025-07-16 15:06:01,Consumidor Final,Mesa 6,Cafés,Espresso dbl,1.0,2490,Débito
TX-22424,2025-07-16 16:05:01,Consumidor Final,Mesa 6,Sandwichería,croissant jq,1.0,4500,Débito
TX-22424,2025-07-16 16:49:59,Consumidor Final,Mesa 6,reposteria,medialuna,2.0,1400,Débito
TX-22425,45854.7147,Consumidor Final,Para Llevar,sandwicheria,sandwich mechada queso,1.0,$ 5.490,Crédito
TX-22425,2025-07-16 17:11:39,Consumidor Final,Para Llevar,Sandwichería,Mechada Queso,1.0,$ 5.490,Crédito
TX-22425,2025-07-16 18:02:50,Consumidor Final,Para Llevar,Cafe,flat white,1.0,$ 3.000,Crédito
TX-22426,2025-07-16 18:08:23,Consumidor Final,Mesa 5,Cafe,Flat White,3.0,3000,Crédito
TX-22426,2025-07-16 18:31:42,Consumidor Final,Mesa 5,cafes,Té Blanco,1.0,2300,Crédito
TX-22426,2025-07-16 18:38:14,Consumidor Final,Mesa 5,Sándwiches,croissant caprese,2.0,4790,Crédito
TX-22427,2025-07-16 18:56:09,Consumidor Final,Mesa 8,cafes,Espresso dbl,1.0,$ 2.490,Crédito
TX-22427,2025-07-16 18:58:01,Consumidor Final,Mesa 8,Bebestibles,Jugo de Piña,1.0,$ 2.990,Crédito
TX-22427,2025-07-16 19:01:09,Consumidor Final,Mesa 8,sandwicheria,Croissant Caprese,3.0,$ 4.790,Crédito
TX-22428,16/07/2025 19:09,Consumidor Final,Mesa 3,PASTELERIA,waffle manjar,2.0,3200,Débito
TX-22428,2025-07-16 19:14:55,Consumidor Final,Mesa 3,Cafés,TE BLANCO,3.0,2300,Débito
TX-22428,16/07/2025 19:16,Consumidor Final,Mesa 3,sandwicheria,Sándwich Caprese,3.0,4990,Débito
TX-22429,2025-07-16 19:21:24,Consumidor Final,Para Llevar,Reposteria ,WAFFLE MANJAR,1.0,3200,Crédito
TX-22429,2025-07-16 19:27:27,Consumidor Final,Para Llevar,Bebestibles,Jugo Naranja Natural,1.0,2990,Crédito
TX-22429,45854.8149,Consumidor Final,Para Llevar,PASTELERIA,Medialuna Dulce,1.0,1400,Crédito
TX-22430,45854.8169,Consumidor Final,Mesa 6,BEBIDAS,jugo de piña,3.0,$ 2.990,Débito
TX-22430,16/07/2025 19:36,Consumidor Final,Mesa 6,Repostería,Medialunas,1.0,1400,Débito
TX-22430,2025-07-16 19:41:23,Consumidor Final,Mesa 6,CAFÉ,Capuccino,1.0,3100,Débito
TX-22431,2025-07-16 19:43:53,Consumidor Final,Mesa 4,Cafe,cafe latte ,1.0,3200,Débito
TX-22431,16/07/2025 19:45,Consumidor Final,Mesa 4,CAFÉ,te blanco,1.0,2300,Débito
TX-22431,2025-07-16 19:49:07,Consumidor Final,Mesa 4,cafes,Té Verde,1.0,2100,Débito
TX-22432,45855.3785,Consumidor Final,Mesa 4,Bebestibles,Jugo de Piña,2.0,2990,Efectivo
TX-22432,2025-07-17 09:09:27,Consumidor Final,Mesa 4,Sándwiches,sandwich caprese,3.0,4990,Efectivo
TX-22432,2025-07-17 09:28:37,Consumidor Final,Mesa 4,Bebestible,JUGO PIÑA,1.0,2990,Efectivo
TX-22433,2025-07-17 09:31:21,98765432-1,Mesa 5,CAFÉ,Té Blanco,1.0,2300,Crédito
TX-22433,17/07/2025 09:42,98765432-1,Mesa 5,Sándwiches,sandwich jamon queso,1.0,3800,Crédito
TX-22433,2025-07-17 09:45:05,98765432-1,Mesa 5,Cafés,cafe americano,1.0,$ 2.200,Crédito
TX-22434,17/07/2025 10:03,Consumidor Final,Mesa 7,SANDWICH,Croissant Jamón Queso,3.0,4500,Débito
TX-22434,45855.4251,Consumidor Final,Mesa 7,reposteria,waffle manjar,3.0,3200,Débito
TX-22434,2025-07-17 10:15:52,Consumidor Final,Mesa 7,SANDWICH,Mechada Queso,2.0,$ 5.490,Débito
TX-22435,2025-07-17 12:23:49,Consumidor Final,Mesa 8,Reposteria ,medialuna,1.0,1400,Débito
TX-22435,2025-07-17 15:38:29,Consumidor Final,Mesa 8,cafes,TE VERDE,1.0,2100,Débito
TX-22435,2025-07-17 17:24:08,Consumidor Final,Mesa 8,PASTELERIA,Medialuna Dulce,3.0,1400,Débito
TX-22436,45855.7555,55667788-9,Para Llevar,Cafés,Flatwhite,1.0,3000,Débito
TX-22436,45855.7555,55667788-9,Para Llevar,Cafés,Flatwhite,1.0,3000,Débito
TX-22436,17/07/2025 18:21,55667788-9,Para Llevar,reposteria,Muffin de Arándanos,1.0,$ 2.100,Débito
TX-22436,2025-07-17 18:22:40,55667788-9,Para Llevar,Bebestible,Té Matcha Latte,1.0,$ 3.600,Débito
TX-22437,2025-07-17 18:34:00,Consumidor Final,Para Llevar,CAFÉ,te verde,3.0,2100,Débito
TX-22437,45855.7799,Consumidor Final,Para Llevar,Repostería,Medialunas,1.0,1400,Débito
TX-22437,2025-07-17 18:51:57,Consumidor Final,Para Llevar,Reposteria ,muffin vainilla,2.0,2100,Débito
TX-22438,45855.7894,Consumidor Final,Para Llevar,cafes,Té Negro,3.0,2100,Crédito
TX-22438,2025-07-17 19:08:30,Consumidor Final,Para Llevar,Bebestibles,matcha latte,3.0,3600,Crédito
TX-22438,2025-07-17 19:16:50,Consumidor Final,Para Llevar,reposteria,waffle manjar,2.0,3200,Crédito
TX-22439,45855.8041,Consumidor Final,Mesa 7,reposteria,Medialunas,1.0,1400,Débito
TX-22439,17/07/2025 19:18,Consumidor Final,Mesa 7,Cafe,TE BLANCO,1.0,2300,Débito
TX-22439,2025-07-17 19:20:11,Consumidor Final,Mesa 7,Cafe,TE NEGRO,1.0,$ 2.100,Débito
TX-22440,17/07/2025 19:22,Consumidor Final,Mesa 1,CAFÉ,Té Verde,2.0,2100,Crédito
TX-22440,2025-07-17 19:31:16,Consumidor Final,Mesa 1,CAFÉ,flat white,1.0,3000,Crédito
TX-22440,2025-07-17 19:33:04,Consumidor Final,Mesa 1,bebestibles,JUGO PIÑA,1.0,2990,Crédito
TX-22441,2025-07-17 19:36:53,16443882-1,Mesa 1,Bebestibles,Jugo Naranja Natural,3.0,2990,Débito
TX-22441,2025-07-17 19:37:54,16443882-1,Mesa 1,Cafe,Capuccino,1.0,3100,Débito
TX-22441,2025-07-17 19:38:04,16443882-1,Mesa 1,Cafe,Flatwhite,1.0,$ 3.000,Débito
TX-22441,2025-07-17 19:38:04,16443882-1,Mesa 1,Cafe,Flatwhite,1.0,$ 3.000,Débito
TX-22442,2025-07-17 19:39:13,11223344-5,Mesa 6,BEBIDAS,jugo de piña,1.0,2990,Débito
TX-22442,2025-07-17 19:41:11,11223344-5,Mesa 6,Bebestibles,LECHE PLATANO,3.0,2700,Débito
TX-22442,17/07/2025 19:49,11223344-5,Mesa 6,Repostería,Medialunas Manjar,1.0,1600,Débito
TX-22443,2025-07-17 19:51:51,Consumidor Final,Para Llevar,Cafe,Té Blanco,3.0,$ 2.300,Débito
TX-22443,2025-07-17 19:54:14,Consumidor Final,Para Llevar,reposteria,WAFFLE MANJAR,1.0,$ 3.200,Débito
TX-22443,2025-07-17 19:54:14,Consumidor Final,Para Llevar,reposteria,WAFFLE MANJAR,1.0,$ 3.200,Débito
TX-22443,18/07/2025 09:07,Consumidor Final,Para Llevar,PASTELERIA,muffin arandano,3.0,$ 2.100,Débito
TX-22444,2025-07-18 09:17:08,Consumidor Final,Para Llevar,cafes,mocaccino,2.0,$ 3.400,Efectivo
TX-22444,2025-07-18 09:18:22,Consumidor Final,Para Llevar,SANDWICH,croissant caprese,1.0,4790,Efectivo
TX-22444,45856.3885,Consumidor Final,Para Llevar,Bebestibles,JUGO ARANDANO,1.0,3100,Efectivo
TX-22445,18/07/2025 09:25,Consumidor Final,Mesa 8,Repostería,WAFFLE MANJAR,2.0,$ 3.200,Crédito
TX-22445,45856.4004,Consumidor Final,Mesa 8,cafes,TE NEGRO,2.0,$ 2.100,Crédito
TX-22445,2025-07-18 09:37:22,Consumidor Final,Mesa 8,CAFÉ,Mochaccino,3.0,3400,Crédito
TX-22446,2025-07-18 09:51:03,Consumidor Final,Para Llevar,SANDWICH,croissant jq,2.0,4500,Crédito
TX-22446,2025-07-18 10:00:09,Consumidor Final,Para Llevar,PASTELERIA,MUFFIN VAINILLA,1.0,2100,Crédito
TX-22446,45856.4172,Consumidor Final,Para Llevar,reposteria,Muffin Arandanos ,2.0,$ 2.100,Crédito
TX-22447,2025-07-18 10:01:15,Consumidor Final,Mesa 7,Repostería,Medialunas Manjar,1.0,$ 1.600,Débito
TX-22447,2025-07-18 10:03:36,Consumidor Final,Mesa 7,Bebestible,Jugo de Piña,2.0,2990,Débito
TX-22447,2025-07-18 10:05:47,Consumidor Final,Mesa 7,Cafés,TE NEGRO,1.0,2100,Débito
